1000,2,17.7234,48.799
1000,2,1.832,6.3785
1000,2,1.9724,4.3043
1000,2,2.0112,2.4659
1000,2,2.053,5.855
1000,4,1.7724,2.699
1000,4,5.5076,3.2749
1000,4,1.7825,3.0513
1000,4,1.9058,5.2404
1000,4,1.7574,2.5588
5000,2,51.3801,32.6413
5000,2,46.689,32.7947
5000,2,56.7641,41.1158
5000,2,53.077,55.9755
5000,2,65.1523,30.4916
5000,4,51.2297,32.0567
5000,4,74.9962,46.6935
5000,4,69.0277,33.1938
5000,4,51.6066,27.9106
5000,4,52.2884,27.2049
10000,2,240.968,119.3594
10000,2,234.0306,119.1705
10000,2,455.6241,213.1433
10000,2,251.4931,123.0091
10000,2,418.7048,159.1188
10000,4,242.8419,105.3565
10000,4,248.1873,98.0712
10000,4,242.1689,100.1963
10000,4,229.7131,105.2318
10000,4,237.1129,100.568
